"ID","U_APPLICATION","EXTERNAL_ID","NAME","USED_FOR","HOST_NAME","MANUFACTURER","MODEL_ID","OS","OS_VERSION","SHORT_DESCRIPTION","SYS_CLASS_NAME","SYS_CREATED_ON","SYS_CREATED_BY","U_CMDB_CRITICALITY","STATUS"
"a9A290000008dvIEAQ","vCenter Server (Lima)","10.216.101.34","10.216.101.34","Production","","Cisco Systems Inc","Cisco Systems UCS B-Series B230 M2","ESX","VMware ESXi 5.5.0 build-2068190","Lima Cisco Blade Server","ESX Server","2014-06-05 9:30","mid_husky","(4) Business Critical","Item Updated"
"a9A290000008dvJEAQ","vCenter Server (Lima)","10.216.101.35","10.216.101.35","Production","","Cisco Systems Inc","Cisco Systems UCS B-Series B230 M2","ESX","VMware ESXi 5.5.0 build-2068190","Lima Cisco Blade Server","ESX Server","2014-06-05 9:30","mid_husky","(4) Business Critical","Item Updated"
"a9A290000008dvKEAQ","vCenter Server (Lima)","10.216.101.36","10.216.101.36","Production","","Cisco Systems Inc","Cisco Systems UCS B-Series B230 M2","ESX","VMware ESXi 5.5.0 build-2068190","Lima Cisco Blade Server","ESX Server","2014-06-05 9:30","mid_husky","(4) Business Critical","Item Updated"
"a9A290000008dvLEAQ","vCenter Server (Lima)","10.216.101.82","10.216.101.82","Disaster recovery","","Cisco Systems Inc","Cisco Systems UCS B-Series B230 M2","ESX","VMware ESXi 5.5.0 build-2068190","Lima DR Cisco Blade Server","ESX Server","2014-06-05 9:30","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dvMEAQ","vCenter Server (Lima)","10.216.101.83","10.216.101.83","Disaster recovery","","Cisco Systems Inc","Cisco Systems UCS B-Series B230 M2","ESX","VMware ESXi 5.5.0 build-2068190","Lima DR Cisco Blade Server","ESX Server","2014-06-05 9:30","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dvNEAQ","vCenter Server (Lima)","10.216.101.84","10.216.101.84","Disaster recovery","","Cisco Systems Inc","Cisco Systems UCS B-Series B230 M2","ESX","VMware ESXi 5.5.0 build-2068190","Lima DR Cisco Blade Server","ESX Server","2014-06-05 9:30","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dvOEAQ","vCenter Server (Lima)","10.216.101.85","10.216.101.85","Disaster recovery","","Cisco Systems Inc","Cisco Systems UCS B-Series B230 M2","ESX","VMware ESXi 5.5.0 build-2068190","Lima DR Cisco Blade Server","ESX Server","2014-06-05 9:30","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dvPEAQ","vCenter Server (Lima)","10.216.101.86","10.216.101.86","Disaster recovery","","Cisco Systems Inc","Cisco Systems UCS B-Series B200 M2","ESX","VMware ESXi 5.5.0 build-2068190","Lima DR Cisco Primary Blade Server","ESX Server","2014-06-05 9:30","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dvQEAQ","vCenter Server (Lima)","10.216.101.87","10.216.101.87","Disaster recovery","","Cisco Systems Inc","Cisco Systems UCS B-Series B200 M2","ESX","VMware ESXi 5.5.0 build-2068190","Lima DR Cisco Voice Secondary Blade Server","ESX Server","2014-06-05 9:30","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dvREAQ","","10.222.32.70","10.222.32.70","","","VMware, Inc.","VMware, Inc. VMware Virtual Platform","ESX","","","ESX Server","2016-11-17 6:04","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvSEAQ","PI Historian (Sunrise)","6","6","Production","CWF1038","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","Sunrise - Historian - Site PI Server","Windows Server","2012-09-27 9:51","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvTEAQ","","ANF001","ANF001","Production","","HP Company","Hewlett-Packard Company ProLiant DL380 G3 Server 310587-xx1","Netware","Novell NetWare 6.50","","Server","2012-08-24 9:35","chanp","(1) Non-Critical","Item Updated"
"a9A290000008dW0EAI","Active Directory","ARDRDC01","ARDRDC01","Disaster recovery","ARDRDC01","VMware","Unknown","Windows 2008 R2 Enterprise ","","VM Guest OS. AD Domain Controller for Atlantic Region Disaster Recovery Collocation Site.","Windows Server","2015-11-19 6:26","janesl","(1) Non-Critical","Item Updated"
"a9A290000008dvUEAQ","Command View (Atlantic Region)","ARDRHPMGMT","ARDRHPMGMT","Disaster recovery","ARDRHPMGMT","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","HP Tape Library Command View System","Windows Server","2014-10-21 12:01","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvVEAQ","Exchange 2010","ARDRMBX01","ARDRMBX01","Disaster recovery","ARDRMBX01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","AR DR Exchange DAG Member (SXDAG01)



Exchange 2010 SP3 mailbox server","Windows Server","2015-12-01 12:03","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvWEAQ","Exchange 2010","ARDRMBX02","ARDRMBX02","Disaster recovery","ARDRMBX02","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise ","6.1.7601","AR DR Exchange DAG Member (SXDAG01)



Microsoft 2010 SP3 mailbox server","Windows Server","2015-12-01 12:03","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvXEAQ","Commvault Intellisnap (Atlantic Region)","ARDRSNAP01","ARDRSNAP01","Staging","ARDRSNAP01","HP","HP ProLiant DL360 G7","Windows 2012 R2 Datacenter","6.3.9600","Netapp Intellisnap Media Server","Windows Server","2016-03-15 13:58","janesl","(1) Non-Critical","Item Updated"
"a9A290000008dvYEAQ","VMware Site Recovery Manager","ARDRSQL01","ARDRSQL01","Disaster recovery","ARDRSQL01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","SQL For VMWARE SYSTEM.","Windows Server","2014-07-29 12:02","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvZEAQ","VMware Site Recovery Manager","ARDRSRM01","ARDRSRM01","Disaster recovery","ARDRSRM01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","DR Site SRM Server","Windows Server","2014-07-29 12:02","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dRkEAI","TSM","ARDRTSM01","ARDRTSM01","Production","ardrtsm01.huskyenergy.ca","HP","HP ProLiant DL385 G7","Linux Red Hat","6.5","IBM Tivoli Storage Manager Server","Linux Server","2014-07-01 12:02","mid_husky","(3) Business Important","Item Updated"
"a9A290000008dvbEAA","","ARGBAPP01","ARGBAPP01","","ARGBAPP01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise ","6.1.7601","","Windows Server","2014-10-03 9:36","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvcEAA","","ARGBAPP02","ARGBAPP02","","ARGBAPP02","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise ","6.1.7601","","Windows Server","2015-01-30 20:32","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvdEAA","","ARGBBAK01","ARGBBAK01","","ARGBBAK01","HP","HP ProLiant DL385 G7","Windows 2008 R2 Enterprise","6.1.7601","","Windows Server","2015-01-30 20:33","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dveEAA","","ARGBDC01","ARGBDC01","Production","ARGBDC01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Domain Controller for GSF Grandbanks","Windows Server","2014-03-03 7:13","okeefs","(1) Non-Critical","Item Updated"
"a9A290000008dvfEAA","Exchange 2010","ARGBMBX20","ARGBMBX20","Production","ARGBMBX20","VMware, Inc.","Unknown","Windows 2008 R2 Enterprise","6.1.7601","Exchange server for GSF Grandbanks.","Windows Server","2014-03-03 7:52","okeefs","(1) Non-Critical","Item Updated"
"a9A290000008dvgEAA","","ARGBSCCM01","ARGBSCCM01","","ARGBSCCM01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","","Windows Server","2015-01-30 20:33","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dviEAA","DHCP, Symantec Backup Exec","ARHGBAK01","ARHGBAK01","Production","ARHGBAK01","HP","HP ProLiant DL385 G7","Windows 2008 R2 Standard ","6.1.7600","Backup Exec Server w/ MSL 2024 LTO5 Tape Library Attached.","Windows Server","2015-01-30 20:29","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvjEAA","","ARHGBK01","ARHGBK01","Production","ARHGBK01","HP","Unknown","Windows 2008 R2 Enterprise ","6.1","Henry Goodrich Backup Server - Backup Exec 2012","Windows Server","2014-04-08 5:46","wongpe","(1) Non-Critical","Item Updated"
"a9A290000008dvkEAA","","arhgd2d.hq","arhgd2d.hq","","","","Unknown","","","","Server","2015-01-30 23:02","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dlmEAA","Active Directory, DNS Internal","ARHGDC01","ARHGDC01","Production","ARHGDC01","VMware","","Windows 2008 R2 Enterprise ","6.1","Henry Goodrich Domain Controller","Windows Server","2013-08-05 9:25","wongpe","(5) Mission Critical","Item Updated"
"a9A290000008dvlEAA","Exchange 2010","ARHGMBX01","ARHGMBX01","Production","ARHGMBX01","VMware","","Windows 2008 R2 Enterprise ","6.1.7601","Exchange  SP3 RU12 Mailbox/CAS/HUB Roles. ","Windows Server","2015-02-27 12:15","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dvmEAA","","ARKRAPP01","ARKRAPP01","","ARKRAPP01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","","Windows Server","2015-01-30 19:12","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvnEAA","","ARKRDC01","ARKRDC01","","ARKRDC01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","ARKRDC01","Windows Server","2015-09-17 13:34","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvoEAA","","arkrrbs00","arkrrbs00","","arkrrbs00","","Unknown","GNU/Linux","","","Linux Server","2015-01-30 20:37","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvpEAA","","ARKRVCS01","ARKRVCS01","","ARKRVCS01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise ","6.1.7601","","Windows Server","2015-01-30 19:11","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvqEAA","","ARSJAPP01","ARSJAPP01","Production","ARSJAPP01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise ","6.1.7601","","Windows Server","2014-01-15 9:23","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvrEAA","","ARSJAPP01DV","ARSJAPP01DV","","ARSJAPP01DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise ","6.1.7601","","Windows Server","2014-01-15 9:22","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvsEAA","","ARSJAPP02","ARSJAPP02","","ARSJAPP02","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise ","6.1.7601","","Windows Server","2014-01-15 9:16","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dZdEAI","","ARSJAPP02DV","ARSJAPP02DV","Production","ARSJAPP02DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","NOT DEV - 351 Axis Camera Management ","Windows Server","2014-01-15 9:22","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dd8EAA","Active Risk Manager (Atlantic Region)","ARSJAPP05","ARSJAPP05","Production","ARSJAPP05","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Active Risk Manager Server","Windows Server","2014-01-15 9:22","mid_husky","(3) Business Important","Item Updated"
"a9A290000008dvtEAA","Active Risk Manager (Atlantic Region)","ARSJAPP05DV","ARSJAPP05DV","Development","ARSJAPP05DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Active Risk Manager DEV Server.","Windows Server","2014-01-15 9:22","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008daWEAQ","AxisTV Desktop","ARSJAPP06","ARSJAPP06","Production","ARSJAPP06","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","AXIS DIGITAL MEDIA PLAYER CONTENT SERVER","Windows Server","2014-04-17 12:40","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvuEAA","Visions (Atlantic Region)","ARSJAPP06DV","ARSJAPP06DV","Development","ARSJAPP06DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Standard","6.1.7601","Visions Server","Windows Server","2014-03-06 12:32","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvvEAA","","ARSJAPP07","ARSJAPP07","Production Support (PS)","ARSJAPP07","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Can retire as per Atlantic Region Tech Services March 2, 2017","Windows Server","2014-09-11 12:37","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvwEAA","Visual Studio","ARSJAPP07DV","ARSJAPP07DV","Development","ARSJAPP07DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Schlumberger Visual Studio is installed. DEV","Windows Server","2015-10-22 12:34","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dvxEAA","Visual Studio","ARSJAPP08","ARSJAPP08","Production","ARSJAPP08","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Schlumberger Visual Studio is installed.","Windows Server","2015-12-03 12:34","mid_husky","(3) Business Important","Item Updated"
"a9A290000008dvyEAA","Visix ","ARSJAPP09","ARSJAPP09","Production","ARSJAPP09","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Visix","Windows Server","2017-01-26 12:36","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008daZEAQ","Blackberry Enterprise Server 10 (BES)","ARSJBES01","ARSJBES01","Production","ARSJBES01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Blackberry Enterprise Server","Windows Server","2014-01-15 9:15","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dWbEAI","Blackberry Enterprise Server 10 (BES)","ARSJBES02","ARSJBES02","Production","ARSJBES02","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Blackberry Enterprise Server","Windows Server","2014-01-15 9:15","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dvzEAA","","ARSJCH01","ARSJCH01","","ARSJCH01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise ","6.1.7601","","Windows Server","2014-01-30 12:32","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dw0EAA","","ARSJCH02","ARSJCH02","","ARSJCH02","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise ","6.1.7601","","Windows Server","2014-01-30 12:32","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dw1EAA","Riverbed Appliance","ARSJCMC01","ARSJCMC01","Production","ARSJCMC01","","Unknown","GNU/Linux","","Riverbed Central Management Console 6.5.3 (eng/fix/meru-x86_64/98_3)","Linux Server","2014-06-24 13:11","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dZUEAY","Radius, Authorization Server","ARSJCRT01","ARSJCRT01","Production","ARSJCRT01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Certificate Distribution and Radius Server. Used by Calgary Team.","Windows Server","2014-04-10 12:32","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dw2EAA","AR HDMS Livelink","ARSJCS10DEV01","ARSJCS10DEV01","Development","ARSJCS10DEV01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","AR HDMS LIVELINK - Dev Server","Windows Server","2016-09-29 12:34","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dw3EAA","AR HDMS Livelink","ARSJCS10DEV02","ARSJCS10DEV02","Development","ARSJCS10DEV02","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","AR HDMS Livelink - Dev server 2","Windows Server","2016-11-03 12:34","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dw4EAA","AR HDMS Livelink","ARSJCS10PRD01","ARSJCS10PRD01","Production","ARSJCS10PRD01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","AR HDMS Livelink - Prod Server","Windows Server","2016-11-03 12:33","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dw5EAA","AR HDMS Livelink","ARSJCS10PRD02","ARSJCS10PRD02","Production","ARSJCS10PRD02","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","AR HDMS Livelink Prod Server 2","Windows Server","2016-11-03 12:33","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008deuEAA","AR HDMS Livelink","ARSJCSSTG01","ARSJCSSTG01","Staging","ARSJCSSTG01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2003 Enterprise","5.2.3790","Not patching. Windows 2003 server. ","Windows Server","2016-10-27 12:35","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dw6EAA","CITRIX Atlantic Onshore","ARSJCTX01","ARSJCTX01","Production","ARSJCTX01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Citrix Xenapp 7.7","Windows Server","2015-10-22 12:33","mid_husky","(3) Business Important","Item Updated"
"a9A290000008dw7EAA","CITRIX Atlantic Onshore","ARSJCTX02","ARSJCTX02","Production","ARSJCTX02","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","Citrix Zenapp 7.7","Windows Server","2015-10-22 12:34","mid_husky","(3) Business Important","Item Updated"
"a9A290000008dw8EAA","CITRIX Atlantic Onshore","ARSJCTX03","ARSJCTX03","Production","ARSJCTX03","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Citrix Xenapp 7.7","Windows Server","2015-10-22 12:34","mid_husky","(3) Business Important","Item Updated"
"a9A290000008dw9EAA","CITRIX Atlantic Onshore","ARSJCTX04","ARSJCTX04","Production","ARSJCTX04","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Citrix Xenapp 7.7","Windows Server","2015-10-22 12:34","mid_husky","(3) Business Important","Item Updated"
"a9A290000008dwAEAQ","CITRIX Atlantic Onshore","ARSJCTX05DV","ARSJCTX05DV","Development","ARSJCTX05DV","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","AR Citrix Dev/Test","Windows Server","2016-09-22 12:35","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dwBEAQ","","ARSJD2D01.HQ","ARSJD2D01.HQ","","","","Unknown","","","","Server","2015-03-31 13:05","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dwCEAQ","","ARSJDC01","ARSJDC01","","ARSJDC01","VMware, Inc.","Unknown","Windows 2008 R2 Enterprise","6.1.7601","Pending retirement as per AR Tech Services March 2017.","Windows Server","2017-01-26 12:40","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dwDEAQ","OpenText Directory Services","ARSJDSDV01","ARSJDSDV01","Development","ARSJDSDV01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2012 R2 Standard","6.3.9600","OpenText Directory Services 10.5  DEV SYSTEM","Windows Server","2015-02-05 12:33","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dwEEAQ","Aspen Engineering Suite","ARSJFMCD01","ARSJFMCD01","Staging","ARSJFMCD01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","ONSHORE InofPlus 21 and ASPEN DEV BOX ","Windows Server","2015-10-22 12:34","mid_husky","(1) Non-Critical","Item Updated"
"a9A290000008dwFEAQ","Eclipse","ARSJHPC","ARSJHPC","Production","ARSJHPC","HP","HP ProLiant BL460c Gen8","Windows 2012 R2 Datacenter","6.3.9600","ECLIPSE CLUSTER MANAGER","Windows Server","2016-09-22 12:37","mid_husky","(3) Business Important","Item Updated"
"a9A290000008dwGEAQ","ECLIPSE Reservoir Engineering Software","ARSJHPC01","ARSJHPC01","Production","ARSJHPC01","HP","HP ProLiant BL460c Gen9","Windows 2012 R2 Datacenter","6.3.9600","ARSJHPC MEMBER","Windows Server","2016-09-22 12:37","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dwHEAQ","ECLIPSE Reservoir Engineering Software","ARSJHPC02","ARSJHPC02","Production","ARSJHPC02","HP","HP ProLiant BL460c Gen9","Windows 2012 R2 Datacenter","6.3.9600","ARSJHPC MEMBER","Windows Server","2016-09-22 12:37","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dwIEAQ","ECLIPSE Reservoir Engineering Software","ARSJHPC03","ARSJHPC03","Production","ARSJHPC03","HP","HP ProLiant BL460c Gen9","Windows 2012 R2 Datacenter","6.3.9600","ARSJHPC MEMBER","Windows Server","2016-09-22 12:37","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dwJEAQ","ECLIPSE Reservoir Engineering Software","ARSJHPC04","ARSJHPC04","Production","ARSJHPC04","HP","HP ProLiant BL460c Gen9","Windows 2012 R2 Datacenter","6.3.9600","ARSJHPC MEMBER","Windows Server","2016-09-22 12:37","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dwKEAQ","ECLIPSE Reservoir Engineering Software","ARSJHPC05","ARSJHPC05","Production","ARSJHPC05","HP","HP ProLiant BL460c Gen8","Windows 2012 R2 Datacenter","6.3.9600","HPC Serial Queue System","Windows Server","2016-09-22 12:37","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dwLEAQ","ECLIPSE Reservoir Engineering Software","ARSJHPC06","ARSJHPC06","Production","ARSJHPC06","HP","HP ProLiant BL460c Gen8","Windows 2012 R2 Datacenter","6.3.9600","HPC Serial Queue System","Windows Server","2016-09-22 12:37","mid_husky","(5) Mission Critical","Item Updated"
"a9A290000008dwMEAQ","Insight (Atlantic Region)","ARSJHPIRS01","ARSJHPIRS01","Production","ARSJHPIRS01","VMware, Inc.","VMware, Inc. VMware Virtual Platform","Windows 2008 R2 Enterprise","6.1.7601","Production Support Hewlett Packard Insight Remote Support System L. Janes","Windows Server","2015-06-11 12:34","mid_husky","(1) Non-Critical","Item Updated"
